image_id,xai_method,randomization_level,cosine_similarity,spearman_correlation,top10_iou,actual_backend
05adbdc823a9cdb4f3c82f1d384d53157ae2e91192d1695ba344b188f525b30e,integrated_gradients,3,0.0,0.0,0.09539401877319363,cuda
05c1db4ce7c4f8ebfe80bb0375a7b2ab34a44cd4077fe3ecc918562913fa18fe,gradcam,1,0.23438656013238213,-0.2795580025185214,0.010776513244032632,cuda
05c1db4ce7c4f8ebfe80bb0375a7b2ab34a44cd4077fe3ecc918562913fa18fe,integrated_gradients,1,0.6511157559292022,0.5354273138438697,0.2145709790632942,cuda
05c1db4ce7c4f8ebfe80bb0375a7b2ab34a44cd4077fe3ecc918562913fa18fe,gradcam,2,0.47791398405361757,0.3350867531818115,0.11029981192609802,cuda
05c1db4ce7c4f8ebfe80bb0375a7b2ab34a44cd4077fe3ecc918562913fa18fe,integrated_gradients,2,0.6200039896314199,0.5494232019372973,0.23262097764676984,cuda
05c1db4ce7c4f8ebfe80bb0375a7b2ab34a44cd4077fe3ecc918562913fa18fe,gradcam,3,0.0,0.0,0.0,cuda
05c1db4ce7c4f8ebfe80bb0375a7b2ab34a44cd4077fe3ecc918562913fa18fe,integrated_gradients,3,0.0,0.0,0.08497297297297297,cuda
05dc467b684b527915d1789fd8f233d6e53246114e21a54ffb072569422bf6ea,gradcam,1,0.35806418570371795,-0.03453757947470515,0.021579804560260585,cuda
05dc467b684b527915d1789fd8f233d6e53246114e21a54ffb072569422bf6ea,integrated_gradients,1,0.676383332134393,0.592515350289599,0.2200340384147824,cuda
05dc467b684b527915d1789fd8f233d6e53246114e21a54ffb072569422bf6ea,gradcam,2,0.6965966258006474,0.44959603061694864,0.2650951720660532,cuda
05dc467b684b527915d1789fd8f233d6e53246114e21a54ffb072569422bf6ea,integrated_gradients,2,0.6465254337140952,0.5622650328996688,0.185027748258354,cuda
05dc467b684b527915d1789fd8f233d6e53246114e21a54ffb072569422bf6ea,gradcam,3,0.0,0.0,0.0,cuda
05dc467b684b527915d1789fd8f233d6e53246114e21a54ffb072569422bf6ea,integrated_gradients,3,0.0,0.0,0.06629834254143646,cuda
06d1a783bf3604fe3976adcc2fce4132cb320a5f1d9bf6f3a167369ffdff1cd7,gradcam,1,0.2941281512024279,-0.13288767263769444,0.0,cuda
06d1a783bf3604fe3976adcc2fce4132cb320a5f1d9bf6f3a167369ffdff1cd7,integrated_gradients,1,0.6854353267495009,0.5327224495006536,0.2402372713791399,cuda
06d1a783bf3604fe3976adcc2fce4132cb320a5f1d9bf6f3a167369ffdff1cd7,gradcam,2,0.6088885981387336,0.3550261946190957,0.21178459309345568,cuda
06d1a783bf3604fe3976adcc2fce4132cb320a5f1d9bf6f3a167369ffdff1cd7,integrated_gradients,2,0.7126730594527596,0.570690810160448,0.2814096016343207,cuda
06d1a783bf3604fe3976adcc2fce4132cb320a5f1d9bf6f3a167369ffdff1cd7,gradcam,3,0.0,0.0,0.0,cuda
06d1a783bf3604fe3976adcc2fce4132cb320a5f1d9bf6f3a167369ffdff1cd7,integrated_gradients,3,0.0,0.0,0.10797085449326563,cuda
0732573a6de97333d8c235f1775a591cceda1b5e37cd57c7e3ce2aada8dedf3f,gradcam,1,0.3222746142718162,-0.4032649994375195,0.013225643614336193,cuda
0732573a6de97333d8c235f1775a591cceda1b5e37cd57c7e3ce2aada8dedf3f,integrated_gradients,1,0.7092089722670165,0.6743507354081175,0.31827137790621307,cuda
0732573a6de97333d8c235f1775a591cceda1b5e37cd57c7e3ce2aada8dedf3f,gradcam,2,0.6084547562560855,0.3323706567466935,0.1906513228140942,cuda
0732573a6de97333d8c235f1775a591cceda1b5e37cd57c7e3ce2aada8dedf3f,integrated_gradients,2,0.6314602532041128,0.6659755771891257,0.32331223628691985,cuda
0732573a6de97333d8c235f1775a591cceda1b5e37cd57c7e3ce2aada8dedf3f,gradcam,3,0.0,0.0,0.0,cuda
0732573a6de97333d8c235f1775a591cceda1b5e37cd57c7e3ce2aada8dedf3f,integrated_gradients,3,0.0,0.0,0.0056112224448897794,cuda
0792f27d6d1593edf81f7ae636b67e044c38f094f6b4b590edc9f0434d5b3b03,gradcam,1,0.5268231742909413,0.057326968961145607,0.011387685175854076,cuda
0792f27d6d1593edf81f7ae636b67e044c38f094f6b4b590edc9f0434d5b3b03,integrated_gradients,1,0.6767093798135639,0.575589254915019,0.21825685846079146,cuda
0792f27d6d1593edf81f7ae636b67e044c38f094f6b4b590edc9f0434d5b3b03,gradcam,2,0.5297142072157585,0.04311154176704168,0.022724956690104964,cuda
0792f27d6d1593edf81f7ae636b67e044c38f094f6b4b590edc9f0434d5b3b03,integrated_gradients,2,0.6700167338371155,0.5761454331276394,0.24608889992550287,cuda
0792f27d6d1593edf81f7ae636b67e044c38f094f6b4b590edc9f0434d5b3b03,gradcam,3,0.0,0.0,0.0,cuda
0792f27d6d1593edf81f7ae636b67e044c38f094f6b4b590edc9f0434d5b3b03,integrated_gradients,3,0.0,0.0,0.043243243243243246,cuda
07b7d3baa1fc079cb4c777b1aeeacade94fbb6315a3b5f109d5b615549fd6b94,gradcam,1,0.030829534495425345,-0.5989223866180192,0.0,cuda
07b7d3baa1fc079cb4c777b1aeeacade94fbb6315a3b5f109d5b615549fd6b94,integrated_gradients,1,0.6914013210751547,0.4939836278900795,0.23626508992362652,cuda
07b7d3baa1fc079cb4c777b1aeeacade94fbb6315a3b5f109d5b615549fd6b94,gradcam,2,0.5986677800719352,0.4767606651429238,0.09146275149537793,cuda
07b7d3baa1fc079cb4c777b1aeeacade94fbb6315a3b5f109d5b615549fd6b94,integrated_gradients,2,0.647103740084429,0.42253004364726976,0.20076573342905002,cuda
07b7d3baa1fc079cb4c777b1aeeacade94fbb6315a3b5f109d5b615549fd6b94,gradcam,3,0.0,0.0,0.0,cuda
07b7d3baa1fc079cb4c777b1aeeacade94fbb6315a3b5f109d5b615549fd6b94,integrated_gradients,3,0.0,0.0,0.048803427735395546,cuda
07eb28c78a65969ab23d88c6d0c5f1e7ee469d0b711089c341714902973d6cc3,gradcam,1,0.6075705284783742,0.08372147663660266,0.3936953200944313,cuda
07eb28c78a65969ab23d88c6d0c5f1e7ee469d0b711089c341714902973d6cc3,integrated_gradients,1,0.6026209465550583,0.5153046851490131,0.24825870646766168,cuda
07eb28c78a65969ab23d88c6d0c5f1e7ee469d0b711089c341714902973d6cc3,gradcam,2,0.7335425833935926,0.5445679352913665,0.17188229799159271,cuda
07eb28c78a65969ab23d88c6d0c5f1e7ee469d0b711089c341714902973d6cc3,integrated_gradients,2,0.6131944611762855,0.4637191111123752,0.2341367437284801,cuda
07eb28c78a65969ab23d88c6d0c5f1e7ee469d0b711089c341714902973d6cc3,gradcam,3,0.0,0.0,0.0,cuda
07eb28c78a65969ab23d88c6d0c5f1e7ee469d0b711089c341714902973d6cc3,integrated_gradients,3,0.0,0.0,0.004504053648283455,cuda
083fa5b7a12e6d24e0f3daca9d121560486cc0a00f05849ec893eb2378352570,gradcam,1,0.5668517746837006,0.25287348548595817,0.06111228589553817,cuda
083fa5b7a12e6d24e0f3daca9d121560486cc0a00f05849ec893eb2378352570,integrated_gradients,1,0.6972438640585291,0.6291657609567658,0.3010111485610578,cuda
083fa5b7a12e6d24e0f3daca9d121560486cc0a00f05849ec893eb2378352570,gradcam,2,0.365830201208586,0.15983344421477816,0.10043859649122808,cuda
083fa5b7a12e6d24e0f3daca9d121560486cc0a00f05849ec893eb2378352570,integrated_gradients,2,0.6439113196399263,0.606493435331524,0.2802653399668325,cuda
083fa5b7a12e6d24e0f3daca9d121560486cc0a00f05849ec893eb2378352570,gradcam,3,0.0,0.0,0.0,cuda
083fa5b7a12e6d24e0f3daca9d121560486cc0a00f05849ec893eb2378352570,integrated_gradients,3,0.0,0.0,0.004403522818254604,cuda
093da62dc8f2baf9f17f489d84939766adde331c9d0491e77e009aaad4918bac,gradcam,1,0.5117671942446548,0.1486271876917298,0.040107783189967876,cuda
093da62dc8f2baf9f17f489d84939766adde331c9d0491e77e009aaad4918bac,integrated_gradients,1,0.6979600905592543,0.6086154263272745,0.35237838566230967,cuda
093da62dc8f2baf9f17f489d84939766adde331c9d0491e77e009aaad4918bac,gradcam,2,0.6463951772299996,0.2327699048905788,0.18140082401412597,cuda
093da62dc8f2baf9f17f489d84939766adde331c9d0491e77e009aaad4918bac,integrated_gradients,2,0.6639913604847747,0.6240169414578925,0.3445873526259378,cuda
093da62dc8f2baf9f17f489d84939766adde331c9d0491e77e009aaad4918bac,gradcam,3,0.0,0.0,0.06709197235513024,cuda
093da62dc8f2baf9f17f489d84939766adde331c9d0491e77e009aaad4918bac,integrated_gradients,3,0.0,0.0,0.0684552326200362,cuda
097b0cf884ce1a072854b3d6e5f5f2ce46b61463f72375488913a23b921525a7,gradcam,1,0.4891680715189675,-0.32935477629722565,0.0,cuda
