requested_device,actual_device,fallback_used,mean_ms,median_ms,standard_deviation_ms,sample_count,operation,batch_size
cuda,cuda,False,6.324527400047373,6.315334000191797,0.03179060627788537,50,classifier_prediction,1
cuda,cuda,False,7.622648300057335,7.624426000120366,0.04797991609595506,50,gradcam,1
cuda,cuda,False,47.99394797997593,47.982505499930994,0.09156048427064344,50,integrated_gradients,1
cuda,cuda,False,13.471391480006787,13.4657739999966,0.0776990936211807,50,deletion,1
cuda,cuda,False,95.97095663996697,95.96224599999914,0.12147098028992506,50,insertion,1
